"","Document","Class"
"1037","howard deny split card michael howard deny shadow cabinet split decision controversial labour plan introduce card tory leader front bench team reach collective view hold good discussion admit easy issue decide support plan police help fight terror crime illegal immigration lib dem pledge oppose bill debate monday tory source senior party figure argue vociferously card scheme report serious reservation strategy senior shadow cabinet member david davis oliver letwin tim yeo howard deny yeo transport environment spokesman plan stink confident shadow secretary davis set position clearly stand debate matter week howard police card help foil terror bomb plot people lose life add police seriously acknowledge good libertarian argument card shadow cabinet weigh conflicting interest reach decision pretend easy decision day decision deny afraid soft issue compare labour conservatives support government plan monday evening source party bbc howard favour card introduce secretary tories insist hold minister account precise purpose scheme press labour objective meet office deliver pledge assess cost effectiveness card people privacy properly protect remember bill will decade full spokesman lib dem affair spokesman mark oaten brand scheme waste money deeply flaw sign michael howard overrule colleague concern card chairman bar council guy mansfield qc warn real risk people margin society drive hand extremist happen young asian man bomb lsb card rsb detain tory exminister douglas hogg oppose plan card brand regressive step intrude life ordinary citizen counterbalance benefit predict ultimately carry card compulsory lead large number britain ethnic minority police","politics"
"1038","eu referendum question unveil question referendum eu constitution unveil government will united kingdom approve treaty establish constitution european union constitution will incorporate uk law vote referendum expect critic constitution step federal europe advocate ensure effective operation enlarged state eu reject treaty britain will isolate weak europe foreign secretary jack straw rest cabinet will vote patriots definition uk prosperous strong influential abroad straw role lead member eu crucial secure conservative shadow foreign secretary michael ancram referendum question straightforward accuse government confuse issue eu referendum question bill ratification constitution treat separate issue despite underhand trick referendum bill stand chance law election add tony blair cheap gesture proconstitution lobby scared debate europe win neil obrien director anticonstitution group vote reality government discuss eu constitution ahead election extremely unpopular voter business uk independence party government vote leave european union leave eu better sooner liberal democrat leader charles kennedy constitution expect referendum half year bbc radio today programme sooner better question sound neutral balanced add enable argument enjoin fairly squarely side green mep caroline lucas tony blair courage word hold referendum add treaty flawed document will eu accountable sustainable blair sign constitution ceremony rome november clear issue voter referendum promise sustained pressure opposition party jack straw argue constitution reflect british vision europe national government stronger grip referendum hold spring interview financial times blair refuse pin britain hold poll time paper prime minister claim ignorance country plan hold referendum","politics"
"1039","malik reject allblack mp list call ethnic minority shortlist boost number black asian mp reject labour senior asians shahid malik labour ruling nec accept people frustration target list boost representation minority britain mp ethnic minority group add commission racial equality chief trevor phillips argue sunday time shortlist emerge britain ethnically diverse constituency west ham womenonly shortlist election follow nec ruling phillips change race relation legislation allow political party reserve seat underrepresented group example west ham allow woman minority seek candidate side general election find minority represent year talk add terribly disappointing white constituency lsb west ham rsb europe minority candidate appear bbc radio today programme malik seat dewsbury acknowledge womenonly shortlist fail deliver boost number ethnic minority candidate argue currently thing party example set target ensure exist democratic structure reflective labour mp diane abbot phillips proposal shortlist elect three ethnic minority mps keith vaz paul boateng bernie grant year black woman win seat rate progress ms abbott describe painful older shahid serve national executive committee black person nec cross finger hope black asian mp work shortlist strategy work woman work black asian people tuesday labour chairman ian mccartney party ambitious improve black asian representation rule allblack shortlist debate party","politics"
"1040","mp attack mugger kenya mp passport steal man park kenya quentin davies mp grantham stamford attack notoriously dangerous park capital nairobi hurt mugging saturday evening people question attack kenya travel sudan parliamentary committee local police surprised area davies mugging occur yard nairobi serena hotel equally close anglican cathedral centre city dusk statement frightening experience man manage steal grab stay calm passive fight man spend extra hour nairobi rejoin rest house commons international development committee dafur mugging naturally afraid knife gun produce weapon hold hold leg expertly rifle pocket","politics"
"1041","candidate resign bnp link prospective candidate uk independence party lrb ukip rrb resign admit attachment british national party lrb bnp rrb nicholas bettsgreen select fight suffolk coastal seat quit report newspaper attend bnp meeting teacher confirm attend meeting contact group bettsgreen resign question party leadership ukip spokesman bettsgreen resignation follow disclosure east anglian daily times month attendance bnp meeting attend bnp meeting hear will spokesman add meeting suffolk coastal ukip member hold week discuss replacement bettsgreen woodbridge suffolk resign ukip branch chairman","politics"
"1042","nuclear dumpsite plan attack plan allow foreign nuclear waste permanently store uk brand deeply irresponsible liberal democrats government confirm intermediate level waste lrb ilw rrb ship country will store uk cash raise will uk nuclear cleanup programme lib dem norman baker accuse minister turn britain nuclear dumpsite current contract british nuclear fuel return low level waste send future highlyradioactive waste will send country origin germany japan armed guard intermediate waste country japan germany spain italy switzerland sweden will store permanently uk moment waste store sellafield cumbria form glass brick untreated liquid waste solid material drum statement department trade industry policy sixfold reduction number waste shipment overseas country highlyradioactive waste return country sooner ensure increase radioactivity trade secretary patricia hewitt arrangement reveal commons write statement raise britain nuclear cleanup programme nuclear decommissioning agency move criticise environmental group liberal democrats baker lib dem environment spokesman warn month happen raise government time worst fear confirm britain environmental health ignore policy drive treasury dti terrible attempt offload bn cost clean nuclear site energy suppose help britain clean order pay nuclear dumpsite nuclear industry economic social environmental millstone hang britain neck","politics"
"1043","labour accuse broken pledge labour break preelection promise immigration ink dry pledge card tories claim secretary charles clarke quote labour member migrant uk tory cochairman liam fox comment odds tony blair prediction net cut immigration clarke accuse score cheap political point muddle immigration asylum london evening standard quote clarke labour activist question answer session gateshead britain offer refuge flee tyranny moral duty legal duty essence country migration people study work people refuge blair wednesday government immigration plan include point system economic migrant reduce net migration prime minister mp abuser will weed result chain migration lsb family automatic settle rsb number will fall monday dr fox reporter prime minister break word time promise week labour party election pledge incredibly vague day tories quota economic migrant refugee tuesday will outline detail plan health check migrant clarke dismiss latest tory attack simply scurrilous attempt tories score cheap political point tories purposely mix separate issue immigration asylum clarke clear uk genuine economic migrant key job strict point base system asylum seeker genuinely flee death persecution admit plan expect unfounded application continue fall add earlier dr fox accuse blair cabinet minister lie tory policy attack lie bbc radio lie reason war guess lie latest preelection spat blair labour member tories offer hard agenda britain backwards lib dem leader charles kennedy accelerate lib dem election preparation week visit manchester liverpool leicester somerset basingstoke shrewsbury dorset torbay","politics"
"1044","labour trio voterig factory three labour councillor birmingham catch operate voterigging factory election court hear police find trio handle unsealed postal ballot desert warehouse city latenight raid june hearing vote count month english local election man elect aston ward deny collect vote fraudulently judge preside indicate postal voting system scrutiny deputy high court judge richard mawrey qc hearing birmingham midlands institute case serious consequence forthcoming general election special election court live memory hear allegation voterigging open birmingham month case muhammad afzal mohammed islam mohammed kazi bring local liberal democrat supporter claim trio benefit widespread misuse postal vote june election ravi sukul counsel petitioner accuse three man deeply involve illegal practice witness carry bag campaign office man drive warehouse industrial estate birch road east court police alert call premise sukul lrb officer rrb arrive middle night large room ft long table asian man document unsealed envelope scatter table police officer leave warehouse order seize document officer leave envelope papers scatter sukul lrb rrb seizure yellow ballot papers place neatly envelope seal house order interrupt sukul opening mawrey man operate voteforging factory industrial estate court hear document police election office morning mix ballot case man follow hearing postal fraud allegation three birmingham councillor bordesley green ward claim deny mawrey deliver judgment case aston petition hear afzal islam kazi deny conspire commit election fraud deceive return officer case continue","politics"
"1045","blair return peace mission prime minister tony blair arrive diplomatic mission middle east resurrect peace process blair hold talk israeli counterpart ariel sharon palestinian leader mahmoud abbas confirm renew drive reform palestinian authority address security issue london conference march blair surprise trip iraq week israelis describe meeting attend blair visit tomb yasser arafat ramallah leader nod tomb lay wreath palestinian official compromise gesture agree minute bbc paul reynolds london conference will limited measure shore leadership mahmoud abbas abu mazen expect win palestinian presidential election january news conference follow talk blair abbas british prime minister unique position help progress peaceful pursuit add endeavour hold conference london example deep commitment purpose interview bbc political editor andrew marr blair progress israelis palestinians tough step blair acknowledge people close israelis israelis entitle expect palestinians terrorism argue sharon commit internationallyagreed roadmap peace plan bid disengage gaza peace process earlier sharon slightest step palestinians work terror attack acknowledge palestinian leader middle election campaign hamper effort visit israel blair surprise visit iraq meet leader baghdad trip city preparation national poll schedule month threaten deadly campaign insurgent violence fly basra southern iraq british force station","politics"
"1046","galloway plea hostage release exlabour mp george galloway appeal release aid worker margaret hassan kidnap iraq hassan lead care international operation iraq abducted baghdad october galloway expel labour party staunch opposition war iraq deny earlier report plan direct appeal kidnapper aljazeera arabic television channel speak london saturday annual delegate conference newlyfounded party respect coalition deliberately involve situation woman prominent opponent war precede year sanction prepare help save life spokesman galloway friend common ms hassan describe prominent antiwar activist iraq intermediary abduction video hassan broadcast aljazeera latest footage hassan british troops pull iraq urge care international aid agency work close office baghdad appeal iraqi woman prisoner free care close operation iraq","politics"
"1047","guantanamo question britons free custody guantanamo bay expect allow visit relative moazzam begg martin mubanga feroz abbasi richard belmar hold three year accuse alqaeda link begg father azmat son minute hero man hold london paddington green police station expect question uk antiterror officer louise christian lawyer represent abbasi mubanga family reunite man station drive police birmingham london azmat begg concern son moazzam mental state forward hug azmat begg arrive london police station appear confusion visit arrangement police duty investigate man arrest return uk metropolitan police commissioner sir john stevens evidence mi cuba absolutely inadmissible uk court interview independent sir john officer find evidence suspect uk newspaper admission totally ball game evidence option evidence will charge will release man allow meet lawyer louise christian tortured abused guantanamo bay man arrest unfair inappropriate bbc news remain concerned psychological state gareth peirce lawyer begg shock condition man appal authority feel detain washington claim enemy combatant train camp alqaeda pentagon free uk government promise threat national security ally detainee arrest terrorism land raf northolt west london tuesday massoud shadjareh muslim safety forum sort homecoming innocent people muslim council britain urge man receive counselling medical help man return arm wait family iqbal sacranie secretary general council","politics"
"1048","minister defend hunting ban law law ban hunting dog england wales enforceable clear alun michael rural affair minister obvious people flout law force friday pretend hunt meet legally saturday kill total fox accidentally kill hound antihunt campaigner widespread intimidation activist monitor hunt countryside alliance chairman john jackson saturday massive demonstration rural community support hunting people turn en masse hunting bad law add fox animal kill legally aware hunting dog criminal offence exercise hound chase scent trail flush fox shoot legal address claim law unenforceable michael bbc radio today programme lot spin support hunting reality law clear chase wild mammal pack dog wild mammal fox deer people pretend clear hunt accidentally michael deny hunting ban lead breakdown trust government rural community people live countryside concerned issue economy health service child future hunting league cruel sports claim break number fox kill fall hunt supporter turn hunt england wales day ban antihunt group send monitor check law break arrest allege hunting hare wiltshire clear hunting release bail police face prosecution poach law penny monitor bicester hunt oxfordshire witness gratuitous spiteful killing fox people circle law outcome tighten mike hobday league cruel sports video evidence law break pass police intimidation widespread call hunt supporter intimidate antihunt activist video hunt jackson bicester hunt oxfordshire deny intimidation","politics"
"1049","clarke unveil immigration plan control economic migrant tighter border patrol will government plan unveil monday secretary charles clarke introduce point system economic migrant increase deportation fail asylum seeker tony blair people concern abuse system magic bullet tories labour late lib dem plan produce efficient system government fiveyear plan design labour reform immigration asylum control win election expect hold ministers deny spur action tory campaigning prime minister worry plan evolve process aim win public confidence clarke expect automatic settle immigrant family introduction fingerprint visa applicant prime minister sunday immigration toughen ensure immigrant skill uk will grant work permit reject tories call quota economic migrant arbitrary figure reflect uk blair bbc radio westminster hour cut number increase depend country public worry worried rightly abuse immigration asylum system defend uk current regime system subject abuse tory proposal cap number asylum seeker process claim abroad work argue blair will pretend simple easy processing britain asylum seeker country country exist conservative shadow secretary david davis government fail remove fail asylum seeker uk limit economic migrant shambles today panicky response government year failure liberal democrat affair spokesman mark oaten labour reject tories idea quota asylum clarke deliver fair efficient asylum system","politics"
"1050","mayor will retract nazi jibe london mayor ken livingstone refuse retract nazi insult jewish reporter labour livingstone standing remark accuse evening standard journalist concentration camp guard weekly press conference tuesday comment racist refuse apologise media representative racist wrong mayor comment affect olympic bid add determination stand impress bid chief arrive london tuesday ioc lrb international olympic committee rrb member realise game mayor panic change course great flap will deliver game time budget tuesday mayor full written response chairman assembly motion pass london assembly member elect examine mayor activity monday apologise withdraw comment mayor recount assembly number example intrusion journalist family private life minute holocaust uniquely evil chapter history reporter job abdication moral responsibility thin wedge extreme horrific version prepare stand concentration camp guard responsible choice life reporter official complaint local government watchdog board deputies british jews demand investigation standards board england power suspend bar office livingstone instance year response modify policy modify position intend effectively hand power policy position editor papers tape livingstone work freelance restaurant critic paper hear reporter oliver finegold german war criminal finegold reply jewish german war criminal offend mayor well concentration camp guard pay","politics"
"1051","pakistani woman hide hide woman hide veil backward view islam president musharraf pakistan visit britain speak bbc newsnight programme hour visit pakistani community manchester wife travel religious moderate general musharraf pakistan high commissioner britain pakistanis integrate dr maleeha lodhi people expect listen grievance isolate gen musharraf bbc people woman confine house veil move absolutely wrong pakistani president war terror safe absolutely add address core problem address totality fight context fight strategic longterm context political dispute resolve issue illiteracy poverty combine breed grounds extremism terrorism monday pakistani president meet prime minister tony blair downing street official visit london visit pakistani community manchester tuesday afternoon mirror newspaper tuesday hand sensitive dossier outle detail gen musharraf visit britain paper document find london street member public dossier detail movement confidential police radio channel call sign code speak london monday gen musharraf alqaeda pakistan stand blair add crucial tackle core create terrorist create extremist militant environment lead terrorism resolution political dispute blair leader talk afghanistan wider war terror situation middle east ongoing dispute kashmir agree afghanistan optimism progress blair respect iraq agree issue thing strategy ensure iraq capable stable democratic state","politics"
"1052","visa row mandarin sir john top civil servant centre david blunkett visa affair knight year honours sir john gieve office permanent secretary saga blunkett quit civil servant criticise fail recall visa blunkett exlover nanny fasttracked outgoing head troubled child support agency doug smith earn honour year list smith retirement work pensions secretary alan smith november commander order bath man evidence commons committee computer difficulty face agency leave single parent maintenance payment announcement knighting sir john will receive astonishment opposition politician liberal democrats beggar belief fellow official remember leoncia casalme application indefinite leave remain blunkett office head immigration nationality department conservatives accuse official collective failure memory sir alan budd lead inquiry affair reason involve deliberately withhold downing street defend decision honour man spokesperson career sir john permanent secretary april follow civil service career work treasury department employment department work pensions spokeswoman smith honour award reflect achieve civil service career principally inland revenue span year role chief executive child support agency career personally lead number successful major change programme smith set stay csa march controversial will knighthood derek wanless mike tomlinson undertake major government review health education natwest chief executive wanless deliver major report nhs exchief inspector school tomlinson recommend replace alevel gcs diploma system shakeup exam system","politics"
"1053","kilroysilk attack slurry euro mp robert kilroysilk bucket farm slurry throw protester manchester uk independence party member arrive bbc radio attacker emerge bush fellow guest ruth kelly mp hit slurry kilroysilk man disappear claim islam january kilroysilk quit bbc remark arabs call suicide bomber kilroysilk air bbc boss comment describe arabs limbamputator woman repressor remark prompt outrage muslim group slurry attack place friday kilroysilk ms kelly cabinet office minister bolton west mp arrive manchester high school girls recording bbc radio question police call attacker disappear time officer arrive treat incident assault programme host jonathan dimbleby audience mep cover head toe kilroysilk appear appear loan change clothes reporter angry plan press charge attacker catch man shout offend religion islam start turn round guy bucket farmyard muck throw rest car kilroysilk totally cover clothes stink high heaven inside car splatter ruth kelly bbc spokesman seat jonathan dimbleby introduce fortunately school change clothes greater manchester police people kilroysilk hit waste officer statement scene arrest police suspect wilmslow road commit offence drive red vauxhall corsa earlier suspect describe white aged ginger beard police hear kilroysilk mep east midlands resign uk independence party whip european parliament october criticise ukip state ambition leader remain member party friday hope elect party leader christmas sufficient time process time fight impact general election ukip spokesman impossible party constitution require day leadership ballot place","politics"
"1054","petrol duty freeze brown chancellor gordon brown freeze fuel duty prebudget speech commons thursday brown house government policy raise fuel duty inflation year fulfil environmental commitment financial year volatility oil market duty freeze motorist campaign rise environmentalist duty pollution policy year fuel duty rise inflation seek meet target reduce pollute emmission fund public service financial year sustained volatility oil market propose match freeze car vehicle licence duty continuation freeze main road fuel duty rac news call early christmas motorist organisation urge driver continue shop best price petrol environmental group transport freeze send wrong message motorist concern britain lead rhetoric climate change fail practical action spokesman people fuel lobby chaos block road slowmoving convoy brown threaten raise fuel tax chancellor raise duty year despite threat protest add litre","politics"
"1055","howard unveil election platform conservatives stand forget majority michael howard pledge unveil tory election manifesto tory leader argue mass people feel tony blair share tory foreword manifesto promise focus restore order lower tax power people labour document offer return fail tory liberal democrat conservatives win predict will threeparty contest campaigning activity accelerate ahead general election time june labour monday postpone launch election poster asian tsunami disaster howard publish introduction tory manifesto chapter will follow week speech northamptonshire forget majority backbone britain people save retirement work hard accept responsibility manifesto foreword forget neglect grant blair britain change direction howard argue government big continue path rise tax promise ensure frontline professional parent patient key decision whitehall bureaucrat tories grip crime immigration disorder decline responsibility proliferation socalled human rights leave moral quagmire unable grip rise crime disorder howard will produce timetable action people hold account issue taxation publish option specific plan howard bbc news determine lower tax determine promise tories unveil material month ahead expect election time voter aware policy tory support government iraq identity card lib dem chance portray opposition labour howard argue test policy best britain clear blue water opponent labour election slogan will britain working tories wreck campaign coordinator alan milburn accuse tories launch thatcherism instalment labour help hard work majority family lib dem president simon hughes party set election stance september liberal democrats will british people support year party policy best deliver freedom fairness restore trust","politics"
"1056","lawyer attack antiterror law senior barrister resign protest government antiterror law current system britain bad ian macdonald qc quit government fail recognise house lords ruling detain terror suspect indefinitely unlawful strong panel special security clearance suspect terrorist barrister report threaten resign macdonald bbc news reason resign fundamentally disagree lock people trial indefinite period reasonable suspicion current legal system adverse muslim community britain asian community britain bad internationally antiterrorism crime security introduce government response september attack foreign national suspect involvement terrorism deport hold indefinitely trial macdonald detainee currently hold entitle trial jury view full return trial jury proper criminal trial proper accusation concerned government start rethink strategy deal add attorney general lord goldsmith will receive letter resignation macdonald monday accord independent resignation expect follow barrister nicholas blake qc andrew nicol qc manjit singh gill qc rick scannell tom de la mare carefully consider position panel special advocate represent detainee special immigration appeals commission lrb siac rrb secure court jury terror suspect macdonald idea resignation follow barry hugill spokesman campaign group liberty radio today programme lawyer assure distinct possibilty lawyer resign situation train trial jury abandon sleepless night helena kennedy labour peer human rights lawyer special advocate main concern special intelligence allow speak detainee procedure consider september great deal argument house lords process consider judicial review detention habeus corpus blot ian mcdonald legal landscape shocking regard rule law","politics"
"1057","turkey deal help peace deal bring turkey step closer eu membership fundamental peace security tony blair deal strike european council week prove claim clash muslims christian wrong blair represent achievement historic british objective add tory leader michael howard deal lay rest suggestion eu antiislamic turkey involvement eu provide invaluable bridge europe rest howard add tory leader argue eu constitution design country large turkey blair lead advocate turkish membership despite controversy surround idea insist turkish leadership great advance improve human rights record deal open formal talk ankara despite eu demand turkey recognise cyprus agree issue tackle turkish premier recep erdogan accept negotiation guarantee country full eu membership internationally recognise southern cyprus eu member turkey occupy northern cyprus insist bow demand recognise country call issue red year turkey join entry guarantee join turkey accept restriction limit migration citizen eu will start accession talk croatia april talk will country cooperate fully war crime tribunal yugoslavia","politics"
"1058","protect whistleblower tuc government change law protection employee raise health safety concern workplace tuc datum employment tribunal safety whistleblower lose job firm find cheaper sack worker improve building change work condition health safety executive worker involve help workplace safer tuc figure draw unfair dismissal case tribunal health safety main issue safety representative ignore raise concern legal duty respond claim union organisation general secretary brendan barber firing offence object unsafe work worker place situation force choose risk job risk personal health safety barber problem worse official statistics call legal system protect safety whistleblower add worker union well casual migrant worker stand chance redress rory neill editor unionbacked hazard magazine conduct union safety rep rights workplace ultimate winwin death injury work increase year second time turn century fatal mistake full advantage union safety tuc call government appoint rove safety rep increase spending health safety work inspection health safety executive launch initiative factory office safer worker involvement","politics"
"1059","kinnock urge reform lords neil kinnock acceptance seat house lords will allow help achieve progress substantial democratic reform bbc breakfast frost kinnock refer lords member brigand mugger briber gangster outgoing european commissioner comment year ago context advocate reform inside lords vote point additional democratic reform place require advocate lords people vote kinnock add second factor acceptance peerage appointment chairman british council history demonstrate immensely british council chairman house lords conclusive factor kinnock decision long time long reservation lords add process reform develop consequently factor consideration decision glibly labour leader title lord kinnock bedwellty constituency select","politics"
"1060","mcconnell detail scots wave toll three people scotland die tsunami disaster three list minister msp figure statement jack mcconnell scottish parliament wednesday formally express scotland sympathy victim indian ocean tidal wave kill mcconnell promise scotland play reconstruction effort provisional figure dead lose provide police mcconnell tragedy persuade step fight global poverty change better generous response people scotland disaster appeal expect top minister praise scottish water fly bottled water large generator disaster zone scottish executive second staff aid agency scotland long term help plan fishing community child service aid charity year scotland clearly care happen people asia africa mcconnell signal executive play poverty history campaign mount variety aid charity trade union church runup summit gleneagles july edinburgh architect dominic stephenson scot confirm victim asian tsunami yearold holiday thai island koh phi phi eileen lee","politics"
"1061","police urge pub closure power power close disorderly pub bar club week permanently police chief mp association chief police officers president chris fox current hour closure power impact bad landlord fox comment follow controversy plan allow pub open clock reject critic call law change delay licensing help reduce drunken disorder properly plan argue acpo call stronger closure power paper commons affair select committee meeting fox close premise hour impact saturday morning close hour lot pain premise open sunday management disorderly house face sanction acpo proposal closure order agreement local licensing authority licensing law will police greater power close pub club hour period fox drink industry currently regulate money cost human misery public purse strategic planning process useless fox law start phase month help food outlet public transport public toilet cope latenight drinker stagger lrb close hour rrb will solution infrastructure premise properly manage people serve roll drunk underage toss street problem pm event grip underlie acpo pub club extra work police hospital pay cost secretary charles clarke currently idea levy drink industry pay cost extra police licensing change spark concern mp council senior police officer fear exacerbate drinking problem culture secretary tessa jowell tuesday job bow campaign change status quo law current binge drinking problem bbc newsnight leak document exhome secretary david blunkett brand opening hour leap dark ms jowell insist concern meet police job alcoholrelated crime easier pub close time add","politics"
"1062","blunkett love pain david blunkett speak love married publisher kimberly quinn time secretary describe affect friend personal life great believer personal responsibility blunkett legal action gain access quinn twoyearold son deny blunkett interview bbc radio sheffield allegation fasttrack visa quinn nanny allegation deny investigate sir alan budd blunkett talk fall love resist desire public apparent reference court action gain access son great believer responsibility consequence painful blunkett bbc radio sheffield fall love public thing start badly wrong summer news pick story three year work speak intend biography write ensure bbc political correspondent carole walker timing broadcast help effort concentrate job secretary shadow secretary david davis blunkett quit find influence visa process indirectly report claim blunkett chair meeting discuss delay visa system learn nanny leoncia casalme wait office sir alan inquiry decide meeting relevant office minister fiona mactaggart hope blunkett survive job work day surprise focused job hand work deal thing bbc breakfast frost programme job hope lrb survive rrb","politics"
"1063","housing plan criticise mp irreversible environmental damage will government plan build southeast england mp warn sustainable community promote real understanding sustainable environmental audit committee issue energy transport properly address deputy prime minister john prescott report complete initiative work government colleague defra create cleaner safer greener community protect enhance environment report attention pay environmental issue include water supplies south east low regulations design ensure energyefficient building lax builder routinely flout financing improve transport onetwentieth require report stinging rebuke government john prescott department bbc environment correspondent richard black chairman environmental audit committee peter ainsworth mp government housing policy alarming example disjointed thinking area joinedup policy crucial accept improve housing supply thing stand principal beneficiary housing growth will property developer environment depend principal loser point raise report include proposal increase housing supply forward strong support evidence government recognise shortcoming treasury barker review year britain government consider national spatial framework england place scotland wales office deputy prime minister maximise brown field development housing density measure encourage improved energy efficiency exist consider include reduce stamp duty achieve set standard clear timetable achieve zeroemission government clear intend measure success create sustainable community conservative local government spokeswoman caroline spelman grow evidence john prescott building programme environmentally unsustainable leave concrete scar face rural england","politics"
"1064","mp murder sentence concern murder sentence reduce automatically simply guilty plea mp report influential commons affair committee respond sentence guideline issue summer mp call tougher sentence crime commit influence drink drug influence drug alcohol introduce aggravating factor judge magistrate sentence offender committee chairman john denham drug alcohol excuse committee argument reject sentencer influence aggravating factor judge sentence murderer mandatory life sentence reduce tariff minimum term serve defendant plead guilty spare ordeal trial murder victim relative unhappy july year amanda champion killer james ford plead guilty murder jail year longer deny charge amanda uncle lewis champion bbc news website ford deserve credit plea worth year murder sentence mp criticise secretary david blunkett year introduce lastminute rule allow reduce sentence murderer plead guilty measure pass law virtually unnoticed blunkett introduce late stage criminal justice bill result committee government relegislate remove ambiguity murderer sentence call senior judge england wales lord woolf abandon draft guideline propose september reduce sentence murderer plead guilty committee plan reflect public disquiet express possibility reduce prison term murderer lord woolf sentence guideline council lrb sgc rrb controversy third discount sentence early guilty plea type crime result murderer face year tariff year knock police denham sgc reconsider proposal reflect parliament murder treat separate grave category offence sentencer advise case murder reduction sentence guilty plea grant addition reduction mitigating circumstance spokesman office defend proposal express provision murder tariff criminal justice parliament send clear signal expect murder treat differently offence stand provision cover guilty plea discount potential benefit victim witness avoid trauma trial shadow secretary david davis echo criticism blunkett introduce murder tariff rule genuine concern potential reduction murder sentence action send wrong signal violent criminal completely undermine government claim tough crime liberal democrat spokesman mark oaten warn mp committee binding judge political interference danger prescriptive approach whilst murder awful bbc news","politics"
"1065","define hunt ban law ban hunting dog draft define offence prohunt mp accusation emerge devon man dog chase unwanted animal farm intend kill deer fox hunting lib dem mp lembit opik minister invent category hunting chase police suppose interpret rule north devon landowner giles bradshaw touch middle group opik cochairman contact rural affair ministry defra technique dog frighten deer fox outlaw hunting bradshaw initially offence prompt complain middle group bradshaw position buy rifle shoot animal free conversation bradshaw accord defra lawyer chase unwanted animal fact hunting describe hunting commit offence opik hunt dog flushing define hunting defra invent completely category hunting chase cover activity involve dog chase wild mammal village bobby group people dog suppose distinguish illegal hunting exempt hunting drag hunting unintentional hunting hunt exercise hound simply chase tory mp peter luff cochairman middle legislation draft appear properly define offence wonder government desperately move disastrous law seriously doubt countryside will accommodate mike hobday league cruel sports confusion matter simple common sense bradshaw set dog chase wild animal hunting will criminal offence dog bark deer define hunting","politics"
"1066","hospital suspend welsh plan english hospital suspend plan treat welsh patient wait three month hereford county hospital earlier year patient wait longer wait list hip knee operation gp wales fear patient push queue talk powys health board hospital call plan health chief meet early january hereford hospital trust outcry send letter patient financial administrative reason plan turn orthopaedic patient shock health official powys leave prospect patient doctor find appointment hospital andy williams chief executive powys local health board totally unacceptable behave williams welshenglish issue hereford hospital struggle financially pass problem powys bbc radio wales write straight trust insist withdraw threat treat patient pay treat hospital agree suspension williams optimistic compromise reach ensure welsh patient continue treat problem difference wait time target england wales target month welsh patient three month england contract powys health board worth year hospital account patient statement suspension idea welsh assembly government situation unacceptable powys local health board commit ensure patient receive care appropriate assembly government will challenging hereford decision will place appropriate care patient will contact gp week earlier david rose chief executive hereford hospitals nhs trust real regret step continue provide excellent fast service powys people pay provide service wait time will fall maximum month powys people refer modern hospital appeal powys local health board allow powys people choose hereford treatment","politics"
"1067","tories pledge free sport lesson child offer hour free sport train week future tory government party clubschool policy provide yearly local sport club uk deliver afterschool sport extra coaching fund national lottery top hour sport week child suppose school shadow secretary david davis child deny adequate sport opportunity plan help tackle fastest grow rate obesity developed shadow sport minister lord moynihan policy empower local club create lasting legacy aim shift emphasis afterschool sport provision overstretched teacher school directly sport club uk tories labour plan child hour sport lesson week school fail government figure england third school key stage twofifth school key stage meet target tories claim prime minister pledge invest school sport facility spend big lottery fund complex capital project involve confident money allocate year intend","politics"
"1068","faith school citizenship warning school improve quality citizenship lesson social cohesion democracy will suffer education watchdog independent faith school single ofsted chief david bell promote wider tenet british society bell muslim jewish evangelical christian school intolerant intolerance diversity segregate separate bell speech call greater effort type school teach citizenship accompany survey young people politics enthusiasm find badlytaught citizenship lesson criticise bell speech hansard society warn fail pass understanding democracy public service share highlight concern citizenship grow number independent faith school include muslim evangelical christian jewish school bell express concern school teach child common heritage promote principle mutual tolerance social inclusion worry young people educate faithbased school appreciation wider responsibility obligation british society bell ofsted chief forthcoming annual report reference muslim school adapt curriculum ensure provide pupil broad general knowledge public institution service england help acquire appreciation respect culture promote tolerance harmony bell question religion cultural identity tricky issue argue allow recognition diversity apathy face challenge coherence nation awareness common heritage british citizen equal law enable assert confidence intolerant intolerance illiberalism attitude demean place community woman people live nontraditional relationship bell","politics"
"1069","ministers lose slop case scottish executive lose appeal inmate compensation force slop prison arm robber robert napier win claim suffer outbreak skin complaint eczema slop barlinnie prison napier practice prisoner bucket cell toilet breach human rights thursday court session throw move executive apply rigorous standard proof executive face claim damages prisoner inmate action raise court session sheriff court scotland executive spokesman will study judgement detail change address issue raise napier case example slop barlinnie work prison accelerate today judgement affect outcome case napier remand prisoner time raise legal challenge european convention human rights seek award compensation april win case executive minister raise appeal argue standard proof apply case allege breach european convention human rights degrading inhumane treatment reasonable doubt standard apply criminal trial scotland civil litigation settle test balance probability judge lord cullen sit lord osborne lord hamilton rule allege human rights breach involve degrading treatment deal normal civil standard napier lawyer tony kelly action will follow kelly people undergo slop overcrowding poor regime people will hearten today judgement scottish national party justice minister kenny macaskill slop case fiasco start finish ministers fully aware state scotland jail fund choose ignore problem ruling suspect will face claim doubt payout short term executive saving result long term public cost","politics"
